Müşteri No,Müşteri Adı,Telefon,GSM,Email,Adres,İlçe,Vergi Dairesi,Vergi No
MN000626,Shisha Royal Tobacco Aş.,0212 438 8299,,info@shisharoyaltobacco.com,Oruç Reis Mah.Tekstil Kent Cad. A/22 Blok No:29 Esenler/İST.,Esenler,,
MN000627,Şekercioğlu Baharatçılık Gıda San.Tic.Ltd.,0348 834 1080,,,Organize Sanayi Bölgesi 18 Nolu Cad. No:6 KİLİS,Merkez,Kilis,090 006 5277
MN000628,Bubu Desıgn,0216 505 6000,,info@bubutasarim.com,Kısıklı Mah. Gurbet Sk. Çamlıca Plaza No:14/3 Üsküdar / İSTANBUL,ÜSKÜDAR,,
MN000629,Başaran Oğuz Turizm Bilgisayar Hediyelik Eşya Oyuncak Sanayi Ltd.Sti.,0212,0507 4851408,oguber90@gmail.com,Sinanpaşa Mahallesi Çelebioğlu Sokak No: 21-23 No: 6,Beşiktaş,,
MN000630,Başaran Oğuz Turizm Bilgisayar Hediyelik Eşya Oyuncak San.Tic Ltd.Sti,0212,0507 4851408,oguber.90@gmail.com,"Sinanpaşa Mahallesi Çelebioğlu Sokak No:21-23
D:6",Beşiktaş,Beşiktaş,1450336608
MN000631,Sarbez Medikal Tesktil Sanayi Ve Ticaret Ltd. Şti,0 212 486 23 80,,info@sarbez.com.tr,"İkitelli O.S.B Ziya Gökalp Mah. Hürriyet Bulv.
Saraçlar Sanayi Sitesi 11.Blok No:61 
İKİTELLİ /BAŞAKŞEHİR/İSTANBUL
",İkitelli,İKİTELLİ,745 038 17 38
MN000632,Kombasan,+995322432017  +995322369355,,,"Georgia,Tbilisi  Asatiani # 14  ",,V/N 404509849  ,
MN000633,Poloexchange Saat Ve Tekstil Tas. Ür.Tic.Ltd.Şti,0216 526 2717,05322438596,dogan@konseptsaat.com,"Cumhuriyet Mahallesi Kartepe Sokak No:4/4-5
Usta Ofis Kat : 2 Kartal - İstanbul",Kartal,Yakacık,732 091 7217
MN000634,Melih Kohen,,,,,,,
MN000635,Scrıkss Kalem Kırtasiye Ve Ofis Mlz. San. A.Ş.,0212 549 24 24,,merkez@scrikss.com.tr,"İkitelli Org. San. Bölg. Mah. E. Turgut Özal Cad. No:26 / 201
34306 Başakşehir
İSTANBUL - TÜRKİYE",Başakşehir,,
MN000636,Özsoy Kozmetik San. Tic. A.Ş,0 232 328 06 14,,,10014 Sok. No:3 İ.A.O.S.B Çiğli - İzmir / Türkiye,Çiğli,,
MN000637,Marka Esans Danışmanlık San.Tic.A.Ş,,,niso@brandessence.com.tr,,,,
MN000638,Fashıon Tekstil,0212 496 79 27,,,,,,
MN000639,İyilikder Yardımlaşma Ve Dayanışma Derneği,0212 534 68 25 -26,,info@iyilikder.org.tr,Ali Kuşçu Mah. Başimam Sokak No:11 Daire:1-2 Fatih - İstanbul,Fatih,,
MN000640,Harput Kürsübaşı Osmanlı Dibek Kahvesi,0532 342 8435,,info@harputkursubasi.com,Cumhuriyet Mahallesi Korgeneral Hulusi Sayın Caddesi No:71 ELAZIĞ,Merkez,Hazar,136 910 634 14
MN000641,Simitçi Dünyası,0312 257 47 00 - 01 - 02 - 03,,info@simitcidunyasi.com.tr,Via Flat No: 7/2 Kapı: 65-66 Nergis Sokak Söğütözü - Ankara,Söğütözü,,
MN000642,Gıxom Tobacco Tutun Mamullerı San. Tıc. Ltd. Stı,0232 502 44 93,,,"Kemalpasa OSB Mahallesi, 37. Sokak, No:4/1, 35730 Kemalpasa/Izmir, Turkey",Kemalpaşa,,
MN000643,Tuğra Kırtasiye Ve İplik San.Tic.Ltd.Şti,0212 619 7117,,,Cebeci Mahallesi Atatürk Bulvarı No:115 Sultangazi İSTANBUL,Sultangazi,Küçükköy,860 038 3137
MN000644,Caffeemania,0232 422  19 32,,,,,,
MN000645,Caff,0232 422 19 32,,,,,,
MN000646,Danneman El Noble Cigarro Gmbh,+49 5741 326245,,kkuzellapope@dannemann.com,"Rahdener Str.147

Dikkat , Sevk adresi farklı olabilir",,,
MN000647,Hasaş A.Ş,212 556 28 11,,,,,,
MN000648,Ziraat Katılım,212 404 13 74,,,,,,
MN000649,Uld. İthalat Ltd.Şti,232 343 24 44,0532 522 83 14,,,,,
MN000650,Bif Bilimum İşler Fabrikası,0312 385 3153,,info@bilumumislerfabrikasi.com,Yıldızevler Mah. Jose Martin Cad. No:11/A Çankaya – ANKARA,Çankaya,,
MN000651,Bilumumisler Fabrikası,0312 385 31 53,0533 636 87 39,,,,,
MN000652,Yap-Tat Gıda Turizm İnşaat Akar San.Tic.A.Ş.,0416 213 1707,0535 886 4537,tarikyapici02@hotmail.com,Organize Sanayi Bölgesi 17.Cadde No: 21,Merkez,Adıyaman ,4440185017
MN000653,Topraktan Pastacılık,,0543 916 83 87,,,,,
MN000654,Hacı Baki Gıda İnş. Petrol Taş. Teks. Madd.Tic. San. Ltd. Şti.,0312 397 4048,,murattymz@gmail.com,Macun Mahhallesi 201 Caddesi No:108 Yenimahalle - ANKARA,Yenimahalle,Ostim,4540568657
MN000655,Bff Kozmetik A.Ş,0216 593 1313,0538 267 1385,ilker.solakci@beautyff.com,"Melek Aras Bulvarı No:63 
Tuzla - İstanbul",Tuzla,,
MN000656,Gold Kimya Ürün. Üret. Ve Paz. A.Ş.,0212 723 45 44,,,Selimpaşa Mh.Araptepe Mevkii 5006 Sk.No:8 Silivri / İSTANBUL – TÜRKİYE,Silivri,,
MN000657,Oranj Kozmetik San. Ve Dış Tic.Ltd.Şti.,0212 674 48 46,0549 674 48 46,info@oranjkozmetik.com,"Fevzipaşa Mah.Söğüt Cad.No:36/888
Değirmenköy - Silivri - İstanbul",Silivri,SİLİVRİ,6450343781
MN000658,Özkorkmaz Metal San Ve Tic Ltd.Şti,0212 549 04 50,,info@arliturkey.com,"Merkez:İkitelli Org. San. Böl.Eskoop San. Sit.
B2 Blk No/147-149 Başakşehir/İST TURKEY",Başakşehir,,
MN000659,Provizyon Projeksiyon Elektronik,,,,Hürriyet Mah. Tekin Sok. Giriş Kat No:16/2 Şirinecler/Bahçelievler/İSTANBUL,Bahçelievler,Yenibosna,59464416954
MN000660,Karamete Tanıtım Ve Tasarım,0 (312) 287 40 47,,info@karamete.com.tr,Ziyabey Cad. No: 26/4 Balgat/ANKARA,Balgat,,
MN000661,Bic Türkiye,0 216 337 89 04,,,"Sahrayıcedit Mah. Halk Sok. 
Golden Plaza No:31 B Blok Kat:2 D:4-5
34734 Kadıköy/İstanbul/Turkey
",KADIKÖY,,
MN000662,Destan Tütün,,,,,,,
MN000663,Dora Kozmetik San.Tic.Ltd.Şti.,0212 486 2610,,,I.O.S.B. MUTSAN SANAYİ SİTESİ 4.BLOK NO:4 BAŞAKŞEHİR İSTANBUL,Başakşehir,,
MN000664,Kadıköy Basım San.Tic Ltd Şti,0216 415 83 83,,,,,,
MN000665,Eurex Alımentare Srl.,0040 21 369 46 91/95,0040 729 019 708,murat.ceven@pladisglobal.com," Soseaua de Centura no 99
077160 Popesti-Leordeni, Ilfov,Romania
",,,
MN000666,Zorlu Holding A.Ş.,0212 456 20 00 ,,,"Levent 199, Büyükdere Cad. No: 199
34394 Şişli / İSTANBUL
",ŞİŞLİ,,
MN000667,Promat Basım Yayın San. Ve Tic.Aş,0212 622 63 63,,,,,,
MN000668,Tolman  Promosyon,212 322 19 67,0533 296 08 58,,,,,
MN000669,Altıncezve Gıda Ltd.,0224 361 49 49,,,Yunus Emre mah. 80.Yil Sok No:33 Yıldırım/Bursa/Turkey,yıldırım,Yıldırım,191 956 862 96
MN000670,Pharmafit,,,,,,,
MN000671,Beb Kozmetik,,,,,,,
MN000672,Alevworks Esport,,,,,,,
MN000673,Elbe Medikal Mak.Ağaç Ürün.San.Tic.Ltd.Sti,0212 670 4747,05326542103,ridvanakinci@elbemedikal.com,"İ.O.S.B  Heskoop San.Sit M-11 Blok  No: 210

( İrtibat Büro Adresidir. )
Fatura  kesildikten sonra irtibat adresine kargolanacaktır.",Başakşehir,Geyve V.D.,8440475886
MN000674,Jood Danışmalık Ve Dış Tic.Aş,0216 266 70 92,0535 342 95 17 ,,,,,
MN000675,Ayem Ofis Promosyon Ve Kırtasiye,212 651 10 22,0507 287 57 00,,,,,
MN000676,Favori Basım Yayın Ve Reklamcılık San.Tic.Ltd.Şti.,0216 326 9486,,,FERHATPAŞA MAH. MAREŞAL FEVZİ ÇAKMAK CADDESİ NO:129/131 ATAŞEHİR/İSTANBUL,,,
MN000677,Za Metal Kutu Ambalaj San Ve Tic A.Ş.,0216 463 30 00,,info@zapackaging.com,"İnönü Cad. Sümer Sk. Zitaş C-1 Blok K:5 D:13, Kozyatağı, 34736 Kadıköy/İstanbul",KADIKÖY,,
MN000678,Business Developmen,212 888 03 48,0534 647 87 87,,,,,
MN000679,Dermo Grup,0372 387 72 00,,,,,,
MN000680,Yeditepe Teknik Hırdavat İnş.San. Ve Tic.Ltd.Şti.,0212 659 1180,,info@yeditepehirdavat.com,İSTOÇ MAHMUTBEY MAHALLESİ 15. ADA 16. YOL SOKAK NO:114 BAĞCILAR / İSTANBUL,BAĞCILAR,GÜNEŞLİ,9460226609
MN000681,Funun Grup,0212 438 52 36,0538 733 35 03,,,,,
MN000682,İncom Mice,0312 441 77 72,,iletisim@incommice.com,Bülten Sokak No:12/3 Çankaya/ANKARA,Çankaya,,
MN000683,Nuvita,212 447 43 32,,,,,,
MN000684,Gusse Gıda,0212 590 15 95,,,Üniversite mah sarıgül sk.no 6 Avcılar/ ist,,,
MN000685,İstanbul Matbaa Merkezi,0212 269 68 10,,,Maltepe Mah. Davutpaşa Cad. No:12 TİM-2 İş Merkezi Ofis katları : K:2 Ofis:477 Deniz bank üstü- 34010 TOPKAPI - İSTANBUL - TÜRKİYE,TOPKAPI,,
MN000686,A 4 Grafik& Alo Promosyon,0212 452 40 99,,,,,,
MN000687,Zerco Gıda Kuruyemiş Baharat San. Ve Tic.Ltd.Şti,,0533 248 45 00,,SANAYİ MAHALLESİ 60123 CAD. 22 BLOK 310 ŞEHİTKAMİL/GAZİANTEP,ŞEHİTKAMİL,ŞEHİTKAMİL,9970714850
MN000688,Feronya Garden Dış Ticaret Ltd.Sti,,0542 271 8338,,İstoç - İstanbul,,,
MN000689,Evsun Züccaciye,,0533 638 30 49,,,,,
MN000690,Gökhan Deş,+90 (212) 269 68 10 ,0535 734 0054 enis bey,info@kutufabrikası.com,"MALTEPE MAH. DAVUTPAŞA CAD. TİM-2 NO:8 KAT 2/477 TOPKAPI/İST
",Topkapı,Davutpaşa,238 491 16374
MN000691,Mırracı Gıda,,0531 893 79 08,,"BAĞCILAR MAH. GIDA TOPTANCILAR SİTESİ
L. BİLOK NO 5 BAĞLAR / DİYARBAKIR",,,
MN000692,El - Ad  Print Ltd.  ( Katrin Eliyahu ),+972 3 609 91 16,+972 54 7796421,bibereldad@gmail.com,"Hametzuda Street 3 Azur

İsrael",,,
MN000693,T.F.G Technology Of Factories  Group,0212 859 0973,,info@tfg-turk.com,Osmangazi Mahallesi Cemil Meric Caddesi No: 2-1 Esenyurt/İSTANBUL,Esenyurt,,
MN000694,Figen Aksoy Wellness Sağlık Ürünleri,,0533 153 23 041,,,,,18257792258 ŞAHIS TC
MN000695,Tunaş Gıda Paz. San. Tic. Ltd. Şti.,+90 212 441 43 43,05323382338,bestami@tunas.com.tr,"Kültür Sk. No: 1 Metroport İş Merkezi D:117
Bahçelievler-İstanbul / TÜRKİYE",Bahçelievler,,
MN000696,Anatolia Likit,,,,,,,
MN000697,Clp Reklam Hizmetleri San.Tic. A.Ş,,0535 220 96 03,,,,,
MN000698,Ege Kuaför Malz. Tic. Ltd.Şti,0232 253 74 84,,,,,,
MN000699,Esapak Ambalaj Reklam Gıda San.Tic.Ltd. Ve Şti.,0212 425 8188,,esapak3@gmail.com,CENNET MAHALLESİ YAVUZ SELİM CADDESİ NO:41/B KÜÇÜKÇEKMECE/İSTANBUL,KÜÇÜKÇEKMECE,KÜÇÜKÇEKMECE,377 042 74 79
MN000700,Haff Kimya Sanayi Ticaret Anonim Şirketi,0212 422 06 80,,iletisim@haffkimya.com,"Cihangir Mahallesi Güvercin Caddesi Işık Sokak
Baha İş Merkezi A Blok No:3/1 34310 Avcılar – İstanbul",AVCILAR,,
MN000701,Olio Terra,,0535 418 74 00,,,,,
MN000702,Günay Plastik,0212 627 53 45,0544 247  02 31,,Atatürk cad. no 149/B Alibeyköy-İstanbul,,,
MN000703,You Watch,0232 426 33 55,0533 544 22 52,,,,,
MN000704,Ludio Minima,0216 385 36 05,0533 722 34 71,,Avcı sok. no35/33 Göztepe- İstanbul,,,
MN000705,212 Pr Public Relations,212 662 28 72,,,,,,
MN000706,Sns Gıda Kozmetik San. Tic. Ltd. Şti.,0216 508 1940 / 0356 232 0055,,info@snsgidakozmetik.com ,"Yukarı Dudullu Mahallesi, Nato Yolu Cd No:3, 34775 Dudullu Osb/Ümraniye/İstanbul",ÜMRANİYE,,
MN000707,Anatalya Etiket,212 557 86 40,,,,,,
MN000708,Uluer Tekstil A.Ş,0212 596 72 67,,,,,,
MN000709,Ancel ( İliya Ancel Züccaciye Tic.Aş. ),0212 659 0823,,,İSTOÇ ÖKSÜZOĞULLARI PLAZA 51.YOL E-1 BLOK KAT:2 NO:23 P.K. 34217 BAĞCILAR/İSTANBUL,BAĞCILAR,,
MN000710,Osmanlızadeler,0212 526 62 62,0532 294 84 45,,"Hüdavendigar Cad.No2 /A 
Sirkeci / İstanbul",,,
MN000711,Abdurrahman Tatlıcı Gıda Sanayi Ve Ticaret Ltd.Sti,0312 267 0855,0545 675 7175,satinalma@abdurrahmantatlici.com,"Altınordu Cad. No:16 1. O.S.B. Sincan/Ankara
",Sincan,,
MN000712,Şahin Ajans Matbaacılık İlan Ve Reklam,0212 481 49 86,0532 251 90 13,,,,,
MN000713,Vasi Lhr.Lth. Ve Tekstil San.Tic.Ltd.Şti,212 886 28 10,,,,,,
MN000714,Tufan Food Baharat Tarım Ürünleri San.Ve İç Dış Ticaret Aş,0264 5173272,0532 455 4931,orhantufan@tufanbaharat.com,Toptancılar Çarşısı C/Blok 26 Erenler- Sakarya,,Ali Fuat Cebesoy,8600405120
MN000715,Dujour Ticaret - Arda Güven,,+90 532 272 3970,,"Barış Mahallesi Samsun Caddesi Makyol Yaşam No:14/2 B1-K1
Beylikdüzü",Avcılar,Beylikdüzü V.D,4490290816
MN000716,Papyon Kozmetik,0216 572 5572,,,SELVİ SOKAK NO:34 İÇERENKÖY-ATAŞEHİR/İSTANBUL,Ataşehir,,
MN000717,Bolçi Çikolata A.Ş,444 7 993,,,"Organize Sanayi Bölgesi: 111-3
                                                  BOLU
",,,
MN000718,Engin Yılmaz,,,,,,,
MN000719,Sahi Lezzet Gıda Sanayi Ticaret Ltd.Sti.,,0505 833 9181,dmrcserdar@gmail.com,Hüseyinağa Mahallesi İstiklal Caddesi Ender Giyim Mağzası Apt.No: 84/1 ,Beyoğlu,Beyoğlu V.D,0100934876
MN000720,Khaled Mahrouseh Gıda San Ve Tic Ltd.Sti,0505 136 46 56,0531 888 2008,khaled412@hotmail.com,Binevler Mahallesi Üniversite Bulvarı 200 A Şahinbey - GAZIANTEP,Şahinbey,Şahinbey VD,5480599717
MN000721,Truman Tobacco Tütün Mamulleri Sanayi Ve Ticaret Limited Şirketi,0212 665 7580,0542 3084560 - 0505 471 5530,baris@trumantobacco.com,"Kazlıçeşme Mah. Prof. Dr. Muammer
Aksoy Cad. N.4 S Zeytinburnu/İstanbul
",Zeytinburnu,Zeytinburnu,8590644084
MN000722,Safranbolu Lokumcusu,0226 352 8038,,,YALOVA - İZMİT KARAYOLU 4.KM NO:75 ÇİFTLİKKÖY/YALOVA,ÇİFTLİKKÖY,YALOVA,1762 4930 936
MN000723,Fıero ( Arolez Gıda San. Ve Tic.A.Ş.,0312 267 5200,,www.arolez.com,1.OSB TÜRKMENİSTAN CAD. NO:9 SİNCAN/ANKARA,SİNCAN,,
MN000724,Lokum Atölyesi Şekerleme Gıda Tur.İnş.Hay.San. Ve Tic. A.Ş.,0272-222 0044 / 0272 222 09 09,,,"Lokum Atölyesi Şekerleme Gıda Tur.İnş.Hayv.San.Ve Tic.A.Ş.
Organize San. Böl.1.Cad.1.Sok.No.27 
Afyonkarahisar 
",,Kocatepe,609 053 7707
MN000725,Akbank Bankacılık Merkezi (Abm),0262 686 48 26,,,"Cumhuriyet Mah. Plevne Cad. Dereli Sok. No: 1 
Şekerpınar, Çayırova 41420 Kocaeli
",Çayırova,Büyük Mükellefler Vergi Dairesi ,015 001 5264
MN000726,Avar Oto Gıda Mad.Ürt.Paz.San.Tic.Ltd.Şti.,0226 352 8038,,,YALOVA-İZMİT KARAYOLU 4.KM NO:75 ÇİFTLİKKÖY / YALOVA,ÇİFTLİKKÖY,YALOVA,104 009 1036
MN000727,Atölye 17 Dıgıtal Agency,0212 227 09 17,,,"Sinanpaşa mh. Ihlamurdere Cd. No:25 Daire:8 
Beşiktaş/İSTANBUL",BEŞİKTAŞ,,
MN000728,Ekstra Danışmanlık,,0541 670 79 27,,,,,
MN000729,Ecrin Gıda San. Tic.Ltd. Şti,0342 238 14 41,,,"Başpınar ORG OSB. MAH OSB 5. BÖLGE 83502
NOLU CAD. DÜLÜK MEVKİİ NO 15/2",,,
MN000730,Osmanlı Ticaret,,,,BARIŞ MAHALLESİ LOZAN 140 SOKAK NO:4 NİLÜFER / BURSA,NİLÜFER,NİLÜFER,4444 6038 890
MN000731,Hookus Nargilelik Tütün Mamülleri A.Ş.,0216 504 4353,,,KÖSELER MAH. 4.CAD. BO:21/1 DİLOVASI / KOCAELİ,DİLOVASI,ULUÇINAR,463 081 7185 
MN000732,Alo Promosyon& A4 Grafik Matbaacılık,212 452 40 99,,,,,,
MN000733,Aslan Dış Ticaret,,,,Ahmediye cad no:17 kat 3 fatih/istanbul,FATİH,,
MN000734,Er-Ay Basım Hizmetleri Tic.Ltd.Şti.,0212 629 06 40 ,,,MAS-SİT NO:191/1 BAĞCILAR  34200  ISTANBUL / TURKİYE ,BAĞCILAR,,
MN000735,Türkmen Çorap,0212 698 88 33,0541 882 77 99,,,,,
MN000736,Rimas Dış Ticaret Ltd.Sti,0212 556 9424,0506 0909923,rimasplus@gmail.com,M.Nesih Özmen Mahallesi Fatih Caddesi Yüksek Sokak No:2 Palmiye İş Merkezi Kat:2 Daire: 16  Merter - Güngören  - İstanbul,Merter,Merter,7351151175
MN000737,Afm Reklam,0212 279 9269,,,Seyrantepe Mahallesi İbrahimkaraoğlanoğlu Caddesi No:141/E Kağıthane,KAĞITHANE,MASLAK,183 596 68994
MN000738,Anadolu Yapı Elem.Mak.Doğalgaz İnş.Gıd.Tar.Ve Hayv.İth.İhr.San.Ve Tic.Ltd.Şti.,,,,ORUÇREİS MAHALLESİ.GİYİM KENT B144 31A ESENLER / İSTANBUL,Esenler,ATIŞALANI,068087 4203
MN000739,Hünkar Osmanlı Kahvesi,,0535 627 22 40,,,,,
MN000740,Yrd Reklamcılık Ve Danışmanlık Ltd. Şti,0212 346 3535,,info@yrdistanbul.com,AHİ EVRAN CADDESİ 42 MASLAK OFİS 1 KAT:4 NO:135 MASLAK / İSTANBUL,MASLAK,MASLAK,196 073 3339
MN000741,Rmt Iç Ve Dış Ticaret San.Ltd.Sti,02126591790,05332365050,ahmet.akcasari@rmtworld.com,Ömerli Mahallesi Adnan Kahveci Caddesi No:32/1,Arnavutköy,Büyükçekmece V.D,7350849642
MN000742,Live Love Turkey Turizm Acentası Limited Şirketi,0505 062 2471,,,MEŞRUTİYET MAH. SÜTLÜ SOK. NO:8/8 ŞİŞLİ - ŞİŞLİ / İSTANBUL / TÜRKİYE,ŞİŞLİ,,
MN000743,Meltuğ Gıda Turizm İletişim İnşaat Nak.Ltd.Şti.,0312 475 4443 / 0312 475 3233,0532 051 1241,,SANCAK MAHALLESİ TİFLİS CADDESİ NO:48/C ÇANKAYA / ANKARA,Çankaya,SEĞMENLER,614 057 1143
MN000744,Teta Medikal Sağlık Ürünleri Ltd.Sti,,0533 275 3195,e.gonul@selcukecza.com.tr,"Meclis Mahallesi Atatürk Caddesi Dap Yapı A4 Blok 109 A-9
Sancaktepe - İstanbul",Sultanbeyli,Sultanbeyli,8400585212
MN000745,Maia Çikolata,0216 3320302,0533 643 1005,seda@maiachocolates.com,"Güzeltepe Mahallesi Prof Dr.Beynun Akyavaş Caddesi No:106 B/Blok Çengelköy
Üsküdar - İstanbul",Üsküdar,,
MN000746,Özen Kutu Ambalaj Ve Matbaacılık San Ve Tic.Aş,0212 4614226-27,,,MERKEZ MAHALLESİ 677 SOKAK NO:42 BAĞCILAR / İSTANBUL,BAĞCILAR,ESENLER,6870298520
MN000747,Atak Farma Kozmetik Ve Kimya San.Tic.Aş,0212 275 0282,,,GN.ALİRIZA GÜRCAN CADDESİ.ALPARLAN İŞ MERKEZİ B BLOK NO:27/16  GÜNGÖREN-ISTANBUL/TURKEY,MERTER,,
MN000748,Arma Trade &Consultig,0216 471 34 76,,,MİMAR SİNAN MAH. ETHEM SOK. NO:7 D:11 ÇEKMEKÖY / İSTANBUL,ÇEKMEKÖY,,
MN000749,E-Şeker.Com,0212 343 70 23,,,TOPKAPI MALTEPE CAD. CANAYAKIN SİTESİ B BLOK ŞEFFAF SOK. NO:9 BAYRAMPAŞA / İSTANBUL,Bayrampaşa,,
MN000750,Bdk Kalıp Plastik İthalat İhracat Şirketi,,,,İKİTELLİ O.S.B. MAHALLESİ AYKOSAN 6LI D BLOK NO:1/D-79 BAŞAKŞEHİR/İSTANBUL,Başakşehir,İKİTELLİ,380 894 163 68
MN000751,Dia Dijital Baskı Ve Tanıtım Sis. San. Tic. Ltd. Şti.,0212 321 0851,0544 440 5616,,SEYRANTEPE MAHALLESİ YILMAZ SOKAK NO:11 KAĞITHANE / İSTANBUL,KAĞITHANE,295 045 5445,MASLAK
MN000752,Mak Kozmetik,0212 861 3361,,,MURAT ÇEŞME MAH. SULTANMURAT CAD. NO:39 B.ÇEKMECE/İSTANBUL,BÜYÜKÇEKMECE,,
MN000753,Özaydın Zeytin Gıda San.Ltd.Şti.,0266-432-1804 / 0266-432-3796,,,,,,
MN000754,Yargıcı Ambalaj Gıda İnş. Nak. San. Ve Tic.Ltd.Şti.,SİİRT TEL : 0484 223 4999,0224 441 9113 FAX,,"BAHÇELİEVLER MAHALLESİ İBRAHİM HAKKI CADDESİ NO:48 SİİRT

FABRİKA : ÜÇ EVLER MAHALLESİ AKVA TİC. MERKEZİ 78.SOK. NO:2G/2H NİLÜFER / BURSA",,SİİRT,938 044 2702
MN000755,Ecrin Gıda San.Tic.Ltd.Şti.,0342 238 1441-42,,,"BAŞPINAR ORGANİZE OSB. MAHALLESİ OSB 5.BÖLGE 83502 NOLU CADDE ( DÜLÜK MEVKİİ )
NO:15/2 ŞEHİTKAMİL / GAZİANTEP",ŞEHİTKAMİL,,
MN000756,Pratik İçim Ambalajlı Gıda Ürünleri San. Ve Tic. Ltd. Şti.,0232 876 10 11-12,,info@lapazguerila.com.tr,"Akalan Köyü Mevkii
No.187 Kemalpaşa - İZMİR",Kemalpaşa,,
MN000757,Kahveci Gıda Pazarlama Lojistik Hizmetleri Yusuf Bulut,0342 336 78 77,0532 3034931,kahvecigida@hotmail.com.tr,"Batıkent Mahallesi Ali İhsan Göğüş Caddesi Samlı Hacı Ökkeş Apt Altı No : 136

Şehitkamil - GAZİANTEP",Şehitkamil,Şahinbey,20296942228
MN000758,Tulum Gıda Sanayi Ticaret Ltd.Sti,+90(246) 259-46-36,0537 851 5757,osmankoyuncu@frupan.com.tr, Eğirdir Karayolu 10. Km. Isparta - Turkiye,,,
MN000759,Meksmar Natural,0312 395 7813,,info@meksmar.com.tr,AĞAÇ İŞLERİ SİTESİ 30. CADDE NO:27 İVEDİK ORGANİZE SANAYİ YENİMAHALLE / ANKARA,YENİMAHALLE,,
MN000760,Ofe İnşaat Gıda İmalat San. Ve Tic. Ltd. Şti.,,,,ÇAYDAÇIRA MAHALLESİ CİHANGİR SOKAK NO:18 ELAZIĞ,,Hazar,634 071 4037
MN000761,More Kağıt San. Ve Tic.Ltd.Şti,0216 533 8995 533 0708,,,FERHATPAŞA MAH.MAREŞAL FEVZİ ÇAKMAK CAD.NO:128 34888 ATAŞEHİR / İSTANBUL,Ataşehir,,
MN000762,Aydın Belediyesi,0232 444 40 09,0505 263 69 78,,GÜZEL HİSAR MAH. İSTİKLAL CAD. NO:4 EFELER / AYDIN ,EFELER,GÜZELHİSAR ,115 00 673 83 
MN000763,Şafak Optik Gözlük Saat Tic.,0212 659 00 35,0533 038 31 61,,,,,
MN000764,Burçak İthalat İhracat Limited Şirketi,,,,KEMALPAŞA MAHALLESİ SELİMPAŞA SOKAK NO: 42/1 FATİH İSTANBUL,FATİH,HOCAPAŞA,191 062 8755
MN000765,Kadim Yol Yapım Ltd. Şti.,,,,ÖĞRETMENLER CAD. ÇAM APT. NO : 33/3 ÇUKURAMBAR / ANKARA ,ÇUKURAMBAR,BAŞKENT,486 054 2242
MN000766,Land Waiter,,0506 167 67 81,,,,,
MN000767,Io Promo  - Rosa Mantilla,+34 91 510 33 90,,rosa@iopromo.es,"C/Javier Ferrero 12 - 3 Planta 
28002  Madrid - Spain",,,
MN000768,Petrol Ofisi A.Ş.,0212 329 1513,,,Eski Büyükdere Cad. No:33 Maslak 34398 İstanbul,MASLAK,,
MN000769,Kuasar Kuyumculuk Yapı San Ve Tic Ltd. Şirketi,0212 522 0608,,,YENİBOSNA MERKEZ MAH. KUYUMCULAR SOK. NO:4 VİZYONPARK C2 BLOK K:3 D:304 BAHÇELİEVLER / İSTANBUL,Bahçelievler,,
MN000770,Teymur Continental Hotel Ve Convention Center,0342 325 1010,,,GAZİMUHTARPAŞA BULVARI MÜCAHİTLER MAH. 9 NOLU CADDE 52003 NOLU SOKAK NO:33 ŞEHİTKAMİL / GAZİANTEP,ŞEHİTKAMİL,,
MN000771,Efor Metal,212 444 71 93,,,,,,
MN000772,Taxım Gıda Sanayi Ve Ticaret A.Ş.,0850 220 0451,,info@taksim.com.tr,TANTAVİ MAH. ESTERGON CAD. SURYAPI EXEN SİTESİ F BLOK K:11 D:161 ÜMRANİYE / İSTANBUL,ÜMRANİYE,ÜMRANİYE,8310448509
MN000773,Botech Gıda,0216 669-1067,grafik@botechgida.com.tr,info@botechgida.com.tr,ADİL MAHALLESİ DEMOKRASI CADDESİ NO:19 SULTANBEYLİ / İSTANBUL,SULTANBEYLİ,,
MN000774,Brandessence,0212 210 99 90,0533 525 09 90,,,,,
MN000775,Görsel Baskı,0216 384 44 14,0533 642 10 60,,,,,
MN000776,Ceo Sistem Kozmetik,0216 467 88 88,,,,,,
MN000777,Gözdecan Reklam Kırtasiye Paz.,0312 449 33 00,0542 671 84 24,,,,,
MN000778,Cnja Matbaa Promosyon İthalat İhracat Sanayi Ve Ticaret Ltd. Şti.,+964 750 344 9260,0507 027 9390,info@cnja-ist.com  ,"AKŞEMSETTİN MAH. BATTALGAZİ SOK. NO:43 FATİH / İSTANBUL

ERBİL ADRESİ : İTALİANVİLLAGE-VİLLA NO:609 ERBİL",FATİH,,
MN000779,Manisa Birlik,0236235 22 22,0532 733 39 68,,,,,
MN000780,Derin Reklam,0212 549 16 88,,,,,,
MN000781,Serhat İthalat Ve Pazarlama A.Ş,0212 434 07 67,,info@serhatsaat.com,"EVREN MAH GÜLBAHAR CD. AYDIN PLAZA NO:9 KAT:6 GÜNEŞLİ 
BAĞCILAR/İSTANBUL-TÜRKİYE",BAĞCILAR,GÜNEŞLİ,762 028 8414 
